otu	Domain	Phylum	Class	Order	Family	Genus	Species
da342966e949d09f9334778d2f6ad189	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Protomerulius	
0f80ee1e9847ebf12e80e9b915e1200d	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Helicogoniaceae	Eleutheromyces	Eleutheromyces subulatus
1c8acf933383c878a962d770f7f25343	Fungi	Ascomycota	Leotiomycetes	Helotiales			
0570e4b031897d0980d2f8a7bc7ea2a7							
8b348874fc2203fda961d3af6a2cee58	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
355fccf0433a833a66efb9b5c540b04e	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	
c8529432860950b6b01ee768b5b5cf2c	Fungi	Ascomycota	Lecanoromycetes	Lecanorales			
8405cab07f69b51821650fd7e7e62cd6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
8d5209c1fa892c3165c81f0eecae6fbe	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma polysporum
adaf0548328b0b07e1da8be2ec095b0b	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Antennariella	Antennariella placitae
f3770af375d278ed66369f0d0f706526	Fungi	Ascomycota	Sordariomycetes				
e4db64b3bbe7c1b99511c9533073e027	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
d7c2f709d1810b3d610310999d00149e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
31d6ad12f036e83175bc7535f3f7af8a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	
d12f8fdb0bcd7382995fb8c8f051ea8f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
c989324372ac4fe53793bab514a76755	Fungi	Ascomycota					
f9825b1018fb6e30d54783c693fd30e8	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae		
14dffc19a5b047c6e786b1a77699dc1c	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
ecef120b6c873ef53addcb2f8fe38f04	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria etheridgei
4fdabc2187e40177e9d481e58e6f8e65	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium roseopurpureum
9b08daa3fb8d7f20a8f58fa53b257f08	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella antarctica
a2d31d903c97fb8767a4cb00729be02a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
d03c23f8cf699b7e24bc5ec7e9daf415	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
6595515b791e19bb205378481eb6fbef	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
7b5f73d4408b40637c7efa69f37766d7	Fungi	Basidiomycota					
bda8b3c7acd474e16256fd310cd0ee2f	Fungi	Ascomycota					
8c609ce64ccc7798a5db3b9b820bc0f7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria triglochinicola
41f99f95cd2352dcba43e38f3681cc47	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
29bd8f570e76e6cd33d9ce8ac59973a6	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium majus
a4d06d788eab9973d9adb4558817c306	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
370ec288c640d3f0585a72a4c5650bd5	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
2c7fed0c8cbbd9c97611064fd8c03800	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	
fa7cd775d505bf39a52020b9f63817af	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora atrovirens
a4e7190db84f92a98d43767977581006							
bc45dd41a163cacfb5502a5b8ab7e378	Fungi	Ascomycota	Lecanoromycetes				
6fc99a9b2dbe7c9ad64c5c6ec0f42aa4	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma olivaceum
79b0504838592011df443f4f6c8b81b4	Fungi	Ascomycota	Sordariomycetes				
c3df68506ce842479f9c72e888030e8d	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
49840858596e141e048fa826579289f9	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
161eaeb1be962ee63f8a91d03fa566ad							
7b131bebda725aab957289d67be6d199	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
d092dbfa72bcd3b10e33e3cb908eed0a	Fungi	Ascomycota					
a46e34c32e43c41fd6f3f2e118b4cdee	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
9076c57396fac6a40176be8654e171f6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pyrenopeziza	Pyrenopeziza dilutella
1b20abebdbc833a9d369716c610ea6d3	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
d6c672ac8c51bab7c525f9bc0779697d	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
70e86ba5e636331bfae4b9c3a1dd4019							
4ecfb9f414625b1b5e83cd81243343e7	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina cionopaga
29184729a63ffcda824b3eef8e8be979	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
4d524f7dd22944abd8b487dea283eec7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae		
bff88c69bf4f64517c6585acb385d197	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
96b130b994743669420cae4fe25c39d3	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales fam Incertae sedis	Sistotrema	
3a37ab32bbf582a12534608ea72b1153	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium elatum
4dc5eef374bf605bd81df28355915c0c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Chalara	
e1a4d8c0051bc4d83a6cf6dbb70714f7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Chalara	
c3f8519b58391411257bc33ac806dc74	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia	Hyphodontia floccosa
c5d8525527f0a00a96528ef7e735094b	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla septimanifiniscientiae
6becdaf4c56ab7495d5a4089878a813d	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria patouillardii
138d3061e528bde44b38d2e55863789c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
9e93e7ac51333b15eac168076cb13e00	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Saxophila	
9f15030ccff1993e91c5d51fe673018d	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
249873b16134782a9343d2635691b446	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales fam Incertae sedis	Holtermanniella	Holtermanniella takashimae
977f17a22f157e57b025e69ab5a5e522	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
c07e8dbe02187cf601614308314e90f0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza howsei
06452f0f8381206cb04dc5f0f985f248	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	Anguillospora crassa
a6fe68217692778ead0a99ec4f6bf088	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	
f6bd5e1526020af09a1fb4a656391a6f	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
3276974e8f6c64aeb1e421718f84c13c							
67c2548228252b4c247aaed03b7738de	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
cfc242e25d582c57a0a452372eea06ae	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae		
737d4d25fe9f8e997e447e276c999dbf	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	
23752662dbcb93e4dc25ccc47385ee35							
a9d6311600d32a778f6311fe56f14b4e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Phragmocamarosporium	
c904b93775f81ab027436a11d2b68be7	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Gamsia	
1e14b8a7dc4356b5451653eb58666c52	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		
048e5d75fcd596c153ed52ae3ee9651f	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
1c8054b7d8f5996d774185d0089eb018	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
cdac0f8f222f1fd516222ce14022fc5a	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
33c2e1cf609f65eb5fbe837784e32910	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma tephrensis
55db6daf0b4d3ef63ed402738b09793e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
e904305f4fa42b615db801f8538bf748	Fungi	Ascomycota					
9083c8ca39d9388e83e4b8e928345ea1	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
9b18246a72df7387a4cbfc576661f133	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Cirrenalia	
854ca82ea904d3b5e6646e66c2d4c071	Fungi	Ascomycota					
609b7d926ed7620c97b47fa7244a7af9	Fungi	Ascomycota					
a88dbab2f33757ece0a71b113454e9fd							
a8c32d9d4d8dae9d917606f04bc20b81	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
a80af8ef616651b4e25974271e2f177a	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma lanatum
91b5fa0487d14acc9d370784b15e1218							
56cfad21f4ced73471ab4951500060d4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sphaerostilbella	Sphaerostilbella appalachiensis
39d1db0d44bd61043ecd8541706296fc	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma ellesmerensis
a1c5d56cd96c625bf116da985e1c221e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Muriformistrickeria	Muriformistrickeria rosae
b99cf09003c264938272df90a6358eee	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
a950e768fa1cad86b1b097d3d213af50	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	Trichoglossum hirsutum
83ad3a79f18ebdde4261de3daa4c9cde							
eaf13a68c375ee7402ad1837a76c4769	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus repandus
4ac88a89f31c3db1e57705df061c549f							
ac8b66b9827624e15c118ae1493652e5	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium nubilum
d0d55ba7731e5c159550e3dfa4584f78	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	
c92b8aecf32967803be434c5322b52ee	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales fam Incertae sedis	Chrysosporium	Chrysosporium pseudomerdarium
bc6c5147ec7b7241a9d2322a2737246e	Fungi	Ascomycota	Leotiomycetes				
92ba2b9af6e80ad2ec8002ed9e83e5db	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales fam Incertae sedis	Sistotrema	Sistotrema confluens
af32358bb8f9a7e170b74b6a19a0e1ae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
b6c1578ffba5d5b296a73e2e36473ffa	Alveolata	Ciliophora	Litostomatea				
0043cc6e26ad85c2980ff27b2c37edd5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella intermedia
5f5bd148eb8e425eaea8894cc655dcfc	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
b7798a157465586f167c4256643ecfeb	Fungi	Basidiomycota	GS27	GS27			
e05ffa6dff6ca3acc9420c6033f90cb3	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Vermiconia	Vermiconia antarctica
85395ce020b3300b5df567889a9f38f7	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia viennotii
a085f1643cf627be7b3a22fa3f86bf17	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
8bf365efb230b09a40756001346a0419	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella albidolutea
9257a423a96761ce1692caead8fe73c1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron chlamydosporicum
a2ef702667dc1b16a5ce0bf5bf2d6d6d							
dfa7bde060918a7a5c33faf217f3307f							
09b17396ef31301ed0e336cc90602a84	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Constantinomyces	Constantinomyces nebulosus
48d6a0eb9e943a8abe912e5f754b1cfb							
4aaaeb31aeead33adadd3f02fe4ec64b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella pseudozygospora
f83936d57902f0daf549c3ca0043f37d	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
7260e576a665ce176e22af8cd51f401c	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae		
a95c94f31316b703feec0a27facc58b9	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus vesiculiferum
fde0bc691cddcae8823f7194a2538ace	Fungi	Ascomycota	Sordariomycetes	Microascales			
d48164ea3c6bae90181cff51645e3d8b	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae		
2ff66a680480a6fcc2efa8734c42798c	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Coniozyma	Coniozyma leucospermi
4b2ca4ef685d4f7242677a0354b3f0ff	Fungi	Ascomycota	Lecanoromycetes	Ostropales			
3e65acd5df036567979925f99f9ea143	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	
0fcf3e818064348d63048d549cf43c5a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
43c2ab7fddc88de74db1160d35472d2c	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
48ed28f28689fd131a04e7f878463eee							
0ba599168a9e5f44bb1ce6e0a48ff5d0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
15381c9d61e5a4ff28161719112b490d	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
6a2e767e691e78b4fb9d3f23267ecd82							
9e347c1211e1b8e8e84d0debad883229	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
053bb8bedddf7338103c0d92f18ee907	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella lapida
cf68cb2e631dd3a6c2f730720fec138e	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rishikesha
7173174fc57f2614d97963504d7e4d1c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
e219b47c9aaac4b148b35cd9a12f426c	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes ord Incertae sedis	Chrysozymaceae		
1da2606770a93e1a2c7816f8c6a4f0e8	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
958ce02325c77eb7a282f42085aed172	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales fam Incertae sedis	Chrysosporium	Chrysosporium pseudomerdarium
f2baea2a537aa381c92dca296f2191c6	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
af4b2b56faa2e0fdc943981071f56417	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
2a04559a9e6cffb5e5ad2a5ed7983de4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron truncatum
8323227b483301506475550bf60c7d03	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis stercorea
c497d41db8763ff89ccaa24fbe19f1a6	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes ord Incertae sedis	Chrysozymaceae	Slooffia	
4bf72e59e8ea182d8e7c8db1a6d2eeca	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium hostae
43a211549efea4d0066c0f8b070520d8	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Lapidomyces	
5bde361f67eebe9bcd7213dbd5bcc0d8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
a2a76369411815c43ec2347cb99e8bd5	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon borealis
a8e7e9dced8b34ddec80063a783b86a5	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales			
c53263afb3997ba6928ad5b667b3965f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
25584410d0bceeca76b89e729069488d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
1c1729f35e14d26185d24bec0dadcb63	Fungi	Ascomycota	Leotiomycetes				
68109e23509059b52f419fdcb9068a3a	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
853b8c55d521ea613d47ddece0640ed8	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum gracile
9b68d596cf9fab7a59f76912239314fa	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
5f1946437aaf3e606e2242b3ad5abd50							
7020310ae296ac3c67eba7099f4a7546							
e292b328c9fa9d4127cff645a72c384c	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
98048384003679287363e97191a7bccc							
711876da1a1be5d6f47f71c4854ce42f	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
09a5ed44f5cc1833ff3bd4110fa123a2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe fuscidula
21d3fc0b8ab4997adce29b48b6d43752	Fungi	Entorrhizomycota	Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	
c436093646e73e1fe8c9ffbe5deabca5	Fungi	Ascomycota					
831447a67706e99436478c5a317e0d96	Fungi						
000a7af7130365dea3dba135507c6311	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
69fd1b34020831a319370352bab26e9f	Alveolata	Ciliophora					
59d7438689f466a38f23a0b4e40d1e8f	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
14bdd9c6d46c16ac2a364ea464f57bff	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales			
ad765e6d39aa1c7a3811388dd6c850c6	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola
586d36faf12ca3022eba4ccd575ca2b9	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
e08922f4244b4d8d84bf39f3b5efe5ae	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe suecica
d456434254de30db4eed12773d6aac72	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza howsei
cf5ce363280f14dd6051394adb02b511	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
52f05adef18ee4815eb05e5e771fd7d6	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
87f29307088483342df1156844387481							
79bcfebf6374708879ceb5915c3489f4							
c2784ed13a59a2fbf2514000d9487e20	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
7cfd91af968384636397801cb8363b1a	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
4def922486f4e16a93ac03d3cd63a167	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helicodendron	
303336fb5c68db235cd7bdd38911dc68							
50f8050807343bc75b14475f15c640aa							
677d08dee9303e5bb4fb9158ff2d1840	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
38d70f6af51373aecda4b87612634b3e	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia fusispora
cdab8bcef4da7df975772e924db00462	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales			
0c987224ae4b01fa9aa92175531f5b97	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae		
2cc570a95bee37c36c46bb9808dfd543	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium intermedium
77195aae109abaedecb3f40084c666d3	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
a35c3df35c19a0e93e11c096bc247fb8	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
2031ca37fa5a14f830d94615f3ceff20	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
8c9bce17aaaaf0cbe9ecab5bb55f2437	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Heydenia	
d42917f2d548715ae5f16e7bb305e1da	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hydropus	Hydropus trichoderma
81d3dcfc54248f44259ac5cbfe83a00a	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma podzolica
f14714a0a45cea17e8e55f50066db328	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
66d12cf05485cd9abb9e91f4b779940e	Fungi	Ascomycota	Sordariomycetes	Boliniales			
f10399c993caaa628d0d39afd5fc1768							
32870f7e7ea8a7c096db782b08b00666							
35d58acb94bdc0edc08d9251efc19361	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
851271a05a51cced3101015b3f2d67a1							
d69576823ad89cc70dce63020c2c8299	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	
fd2fe4f17bbcb5474e4e81aeb9a52785	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hemimycena	
72c568e5a5b98f80b3d0126e4e34f7bc	Fungi	Ascomycota					
824d18032fd0b418223588077b78a0fb	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
9ca4e371c1dc2172d03870f4e13b7bd2	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
17971e688d18832e47f4d20e9466eac4	Fungi	Ascomycota					
f4233b39f0b84a66aa9b2f5160833afb	Fungi	Ascomycota	Dothideomycetes				
74382be8b9b107b68a85ab49e988af08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe armeniaca
0acdf74bc5ef282d29e05207f0537b9d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia minipascua
782302764af5f80c5dff04c7c9ff9cfd	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
29caf526b1610af02d363a5ff3e62d14	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
33206ec300585e7c138c146a086fc4e4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa	Verpa conica
4c8b4e24c8b0cec7b4f9a16562327517	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium circinatum
214ff131589fa410afa7cb9ece75edd1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius vernus
6c6f196129099f4a0d67e0c6107fdf08	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	
00b5a7d3b0a8131fceaad68ad6e6cd9d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
3a973e3cd380efacba76f80956ce5620	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
e2442a9cdbaeec698310e41e218381dc	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Lentinellus	
fe27280ebbc59822205143e404d52112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	
beb0862660dde7ca24b0f531aac4be03	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum cookeanum
b04be24306ce9af996bab4af9d64df04	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
5142ce897361a05feb5bae212ce86749							
841bdd9db49eb5c3c7ea1c807139f95c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
fe0bf0b2387dbe15492e41db75118ad4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
989ceea026548d4b23936a0dd37a5731	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	
3f370377463ea0173f42e8bef8b92933	Fungi	Ascomycota	Sordariomycetes	Microascales			
82468a2a2f768b9b9cb77cb5776a217a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe ionocephala
b47d71c21f312a89b6f3d88d94603a55	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
379d6f9e1f6971b16b4d895b785aca1e	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Extremus	
32698db188728e9ad6d5a4d201a8f80b							
92bc29e95a51e95474a21356e01bde9e							
41a3f3f2baa561da5659437b9d679c61	Fungi	Ascomycota	Sordariomycetes				
487dc241afa1347dc080cbb3d1f9329e							
