otu	Domain	Phylum	Class	Order	Family	Genus	Species
9f7cde8df6a3b60eb26f765d9d684cfe	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
a1f14e4e48a0b00f977d24010f2af1ff	Fungi	Ascomycota	Leotiomycetes	Helotiales			
a6a3097959b6ff2ba6f5848da347fb73	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Phragmocamarosporium	
aa6dc9fbd7c5bb65f4e654d0df869b5c							
ad0f158377f86741ed79ac9064a94584	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
b002e4fa57d4788f55482d1bdcf5ee56	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
b30deb0057c4c4e2e1fe0b6596d6cb8e							
b8581b35a6f86bd10096f0448e5ad3e9	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus claroideum
b9c29fd9837a67c9ef9f00dc0bfc3e04	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
bc78372a88505efa42871ec80b9b77f2	Metazoa	Nematoda					
c173e3136545b81e565c4b30a1a91a93							
c3fda46847b7cd990f3b42d111a80d62	Metazoa	Nematoda					
cc362628051295f289aa9bfc8a7b3c14	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
cf875f5f720140d9fe922ec4c4a398de	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
d07427dd29295e285b8abd4b765b67c5							
d0d8dc8b329724b4e83fc762a9d8e33e	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes ord Incertae sedis	Agaricomycetes fam Incertae sedis	Xenasmatella	Xenasmatella vaga
d6ae716d134fc681f048dd2e446e2dde	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
d7b6814f69815cdd9db5fbe636050939							
da94af545d4ae5c635a69c87009ad050	Fungi	Basidiomycota	GS27	GS27			
de51cf9fe2af4be61bf87a63dd43c29e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Cryptosporiopsis	
e1b9c876424ba98ab6c01584f9958d49	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Ramariopsis	
e1cec2de813b49310343b7981db45384	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes ord Incertae sedis	Chrysozymaceae		
e3f63632405c78a04ffc12b17cdeb1af	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	
e61b54dd288dd8f1666dbb8f056981ca	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	
e7e4aba64860a397c9c8fc8ac3822e98							
ea94d2d7ea294b0c638d607038a5e387	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola misera
ecc063d23333c68679655286ed4e20f1	Fungi	Ascomycota	Dothideomycetes	Hysteriales			
f758a9850dbe7c20012d02a2c531a6b5							
f88bb073b2e56e605dfb9aa8ce0671f1	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
fc3bb570387bf741e0be4f6e35f22b74							
001e1d7dac1cd8fa5f063ee0e12f9d8b	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
038692bae82f3b6148690bc811de0585							
086c4eaea2a882339993bb561206bb76							
1001542076d5a6ffefaa996780460319							
1261014e0cfa45706cf46892d2815a9b							
185f2b0683bb0857920c22bc47a0d9a0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Acremonium	Acremonium pteridii
1b0368090ab6e82e0d65d56b2086f0bb	Fungi	Chytridiomycota					
21ffaa7fb2031e7fdc4c244bb6ef9705	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Acremonium	Acremonium alternatum
27b5c9c34c339eb85fd0c0fd7c0d4a11	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Crocicreas	
29cbb2b27ffd4d0693f3f3aa4f2de96a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	
32755644cfdc0d5dfc3c4178a7a24329	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	
345a62b41cbb0d43a605a51e9ba62f65	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
35f4dab636045bde1329996f83339989							
3bcf8346a391ed0888de80770053847b	Fungi						
4f3c88097a24b959defe1259b657d1a5	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
50ed639c1a6252d1dc36e98ae6dbfb2e							
5352187b90a37a795141288f47ed6581							
555cc91ac185d61cdb2e598168e18a82	Fungi	Ascomycota	GS37				
5f7be9f6b2e8f005a7cacd2b685c8430							
64db29dd2acaf179c9719640f455f355	Metazoa	Nematoda					
653b1b315e83f8acc568bce84a716c84	Metazoa						
6d08097d4b9734719672c04f1cb3aa42	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	
6ebfe66e09a6eb0b44c9e4a5c180c8fd	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Capnobotryella	
6fea9c449741a7871a51c1876aa1d836							
7109573d34ba0fee4c2288a17a5add2b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Trichopezizella	
7244b14d2264d82c31a4082fada83008	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae		
72da6293a4d6a044b567ae640bb251c6							
7df339f98373e628a5ea7d32eceb5b03	Fungi						
7f4552e86744d826ca14bf719bf25acb	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
7f7bef187e35a2f540f79283c897f236	Viridiplantae	Anthophyta	Eudicotyledonae				
854c76a0423a439b14ac76d72247cbb8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella leporina
890083200374eca6941d6ffcc0496412							
8b1f634e61a875033a97cf18b64d22b1	Alveolata	Ciliophora					
8b61fc0d0016ef4aed117255a603649e							
8d79bbd2721bf5f2a2c19c1e35c6a564	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces prosopidis
90390cf3d73273009b78a843e0ca3da6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Achroiostachys	
913189f5ca581077ac77983761f67b5a	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
936aca0dbd2cfa7b3ca9e70d3109fd22	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
9493323482d0ef2c9b41c7878c81b73a							
9a0ebdf258b41b8547335ee04afe90e8							
9b547157369263913de1675ad38496c1							
a3249975d4fc9d62325cbd5fe448b21c	Fungi	Ascomycota	Leotiomycetes	Helotiales			
a4af716939498389a27460e898d32f43	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
a573719252a0edb036b70e73f53b79b9							
aad5e701989045cd59fe2dd6bf6e09ed							
aaecb4d45ba1bdbb3ffe6058a289186f							
aedecaa56bba323a22fb841349c68d18	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
afb53a9567153612c1800efb19fb9f7a	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
b18005c79b5504ecbaa7beefd108ccd8	Fungi						
b245d8dac4fc4bd16f5deb7adc72ef6f							
b6452721c3d3ab4e423ccefc0a148fe7	Fungi	Ascomycota					
b7ff982a8f29a937682dcca79a471161							
c96dfba13f7c7f79337314d52be8d475	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia ilicifolia
ca812171d3967bce86c9972f63367ecf							
cc4dd42eb5dd99f52d0a48f9733957d4	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella erostrata
cf5507f54fc2c8ead9eaebb5384b442c	Fungi						
d05cfd40cc5c4d361e4eab3edd669177	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycenella	
d52a4a63d489c8cb44dd683f59e00e0b	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula aurantioflammans
d569745c8381df55db31368bb25a836f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
d67dab173df7b319c76e5fa722200e9d							
dab119099e0c5e6002716669e1204f3c	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
e485075d84fe2d02b303400efdd34888	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella lundqvistii
e4a3edb71560760b7d3ee8f95404649d	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
e50634be99a72474031b8a12fac0d015	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
e5a918407970db8e44242e9a22e4d91b	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae		
e7040ea4a6c9c6cbfe431acc146f0ec1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	
e7f52b754753e2b3796a1f6103998fa5	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Cyrtohymena	
e7fb5f12a2a185c497096c1691706aae	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales fam Incertae sedis	Chrysosporium	Chrysosporium undulatum
f2e0e6661bdad91642596c1787bd0d47							
f308fd2295d72711a0cf5c12844387df	Fungi	Ascomycota	Leotiomycetes	Helotiales			
f5ec5ab75eb9f51066a99a856f651aba	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
f84c3c3d161bcab84e00ed820fc55251							
f9688d64d9eaedf6147414ef44bf0de7							
008d8b55f2b53114bbae48ddb7613ee5	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes ord Incertae sedis	Sordariomycetes fam Incertae sedis	Oncopodiella	
00ae57fa46c7f7feebc22fcbfc96e2b2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Cadophora	Cadophora fastigiata
0269df4c21d46758c86c04c72afaf220	Fungi	Ascomycota	Eurotiomycetes	Verrucariales			
05cd9f469d04b7fb6d9025d9d41843e3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	Emmonsiellopsis coralliformis
0782aaf63a2472a87a01a59b570a97ef	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
0900674051192be6597de57fd5d188a8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanodiplodia	Melanodiplodia tianschanica
0f03ba3150e0d0ebd3360e7da17e9213	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	
104a79848e55f56a221e0096180fcb32	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
10982a4776a6979e38bbd7877f441e68							
119f1b3f010e98bf2758a2e81635e6e6							
1356d4974faf336fa3d220b5c70161d4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber beyerlei
183c9a51c066ee34b41b165a189bcee9							
18d8275263f4f4d41a4ac10584955ad8	Fungi	Ascomycota	Eurotiomycetes	Mycocaliciales	Mycocaliciaceae	Mycocalicium	Mycocalicium victoriae
1a1948a8e69ac22f0cc2e5edce642d28	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
1b220030dc910d7714ecdec7642ffc80	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella paraensis
1b3c410128a6e622ec7ca3ec514842df	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales fam Incertae sedis	Candida	Candida santamariae
2196ceacf206520bdd493adb0fe6d4a6	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales			
24fd744dfa3fcf4591d50103f04d650d							
251916ade28531a6a0dbc98d1cc2b8fa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	
283f9c203077c960aff865e18cf46d18	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Gamsia	Gamsia simplex
33fd02a032817fa8e465f9b7bf0f0d9c							
360c3762e2cea9800f1f71385c665c5d							
37c0da725e306830f817dce77a119a84	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae		
40f53349dcf6bcc67b3d9ec860726abd	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Minimelanolocus	
41da1d3b54a8dcb85f6c4ecfa4a71ac7	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Amphichorda	
44c59874955a1a32daebbff7e290523c	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	
4804f6f3f3669b16d9a5bd05d9dccaf1	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema viticola
494df032bb62b14d6aa0c4a3c15541f9	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
4c48d58153c99c6c4a7070fc6fb6091b	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
4e4e02f8080bf0cb5467502a9ee68f72	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
4e5504fff98e1db77db16572ed4a6424							
59fb6cd90fa2ca64d8ffa2836390f303							
5afdcd979d83d11a3f67f5b7765da423	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
5c41bb06d8689dd748a88ff298dc26cc	Metazoa	Nematoda					
61bcec507a73ffd2b9025d8e3c4529ee	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Spirosphaera	Spirosphaera cupreorufescens
6667d609d2d570c360c9d33e271b9525	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Chalara	
669414362b877b74558f482c8c16a200	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus comtulus
673957408322ab5911bd02a43f029b4c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
6cafc40cdc4e1906a18f2a3388d5f283	Metazoa	Arthropoda	Collembola	Collembola ord Incertae sedis	Tullbergiidae		
6df686de23bd4dd88944d3728342ab08	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
6eecb722e5335ab8fb6b2f45d63a0eee	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Tephrocybe	
76fb3572372a0af3d22ebbfa0c783d2e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	
7f5cf59d619c28c162ffc16b631361f0							
829d754de9dda633515fc4e34fb443d8	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales fam Incertae sedis	Sistotrema	Sistotrema autumnale
8433601bd5fbd1748348b96385b93f79							
8895882f474acdf67aa8239d541a53e9							
8a2f16918798eb5735e5e7978b041cb1	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
8bb04fcdc4d5697e322a01d46e1021ea							
8c1205627cd7db81919925223385417d							
8cb3ad06fd4960de8bcb270d84cfdd76	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella minutissima
8d02174c42244555601bc7b7731d70d3	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
8e3b03a196ff5f700ab013b51d69e78f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
8e95e6134e337c9d8d541d76eefee012	Fungi	Basidiomycota	GS27				
95f0ed5f3e0b44046e3429700cf335fc	Fungi	Ascomycota	Sordariomycetes	Glomerellales			
9d7daef513ffaa47ec82c2f93721c345	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
9fe84d7598be44d58589eb510d51feb5	Fungi	Ascomycota	Orbiliomycetes				
a16ccde3f9f810ff81cdcc8e4f6ddae9							
a2f5fcb9e5b859e474629687468ecbb5							
a54283c580cb402fce3ebbeb1744f789	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia nectrioides
a8f0ec1e31ef84f838cc02275dc0de20	Fungi	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Xylomyces	Xylomyces aquaticus
acda8c16050fc99b969b954fe062cc59	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Constantinomyces	Constantinomyces minimus
ae48dad131ee64585624da6402105740	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae		
ae80829c420467a1098e73fd2cf4f055	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
b30bdd35a9a800de76f5ecc8fe5d9dda							
b32ad2127c7cfb374c5d250384948fc6	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
b7afff819c088fb102256a1d654f0abc							
b9190d5c49a2af5424cd768051d384f4							
c0f0fc7b6eb4d155017c9a7d51958adb	Fungi	Ascomycota	Lecanoromycetes				
c4a83b3182b1e52154ad36e85562b031	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	
c6e0d564f3a243d51d246977cf9584b6	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
c99ba53c587cc83efc6e1f6fac89c905	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster rubyensis
cf97e7be5043a11054254d6bde95d2da	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Eriospora	
d4b1b9ef5dee246d5f1809359c60d638							
d7c7ac947348a41e36ff5eac2b0acc1f	Metazoa	Nematoda					
dabe4f5e1d73bf1292d997bbd033e89a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
db0d4f819ce8fb2431400e38bcc74af3	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
dce59082adb992e16c1b7d5ebcfef6fe	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
dd33667a187e6fdb3d5cc063ee7231b3	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
dd76ad8c2f13e7930a8e37b03d6443be	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae		
de797c0ae49551d7e5531fb3cfcec93e	Metazoa	Nematoda					
df063ef4706e0d60d5a3d013c5838bdc	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Muriphaeosphaeria	Muriphaeosphaeria viburni
df5481cd621c89f667efd3c7cab6b65f	Fungi	Ascomycota	Leotiomycetes	Helotiales			
e3c46705d34adc643b52748b0f00845c	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera colletotrichoides
e7b98e9d49a36e2d53913582602639bf	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ecc0f588eed86ff0166ab2224ecc81d9	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus uniguttulatus
efd6ea5450b82c110ba2ff8e957fa1e6	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina rehmii
efe70d570d25cdb39553fe8d85468fa4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
f126b5aca92ae82931fcb4680c8f5e38	Fungi	Ascomycota					
f36fc6633cf7845bb60bf291dccf5c9c	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
f6638fc7b640c92132ffeb475992cce0							
f6f1a310d64e55b78a1e87e877f0b7d0							
fc89b1af094b0ef0bb4dd7340cded6b8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus
0116275a3034d76845e8f6d608818126	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae		
0126001a25901d78404f33ab87b94350							
0625ef6c2a234e452b269fef9f8ee0b7	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
0982fbed0ca93b924406547bcfee7f87	Metazoa	Arthropoda					
0b722e7131afa9d0b452cc75767b452f							
0bc2206e90f4c4da04906f03194e407d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe woglindeana
0c0513e2a8470dc75baf7275fbda6707	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
0d54bf76b8325dd0009aae237cd88a25	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
0f1558f3df80f742b9ac554bab894e8e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Nodulosphaeria	
0f3b1dc475bdca255e3b8a91ef30ad71							
0f532e7f2a94e0fd8733269834be0b38	Alveolata	Ciliophora	Litostomatea				
11be11507b8499391ff214cde588e726							
14e655e966af5b9d2487312f5bc2592c	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis semitalis
17976fe68157b11b1655bd33511f6447	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	
184fe3f5e8f3303daa1ec86245d313f0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Acremonium	Acremonium alternatum
19515c9121c09378aa736998f2a58790	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
198b5e22c491905e80c326922859aad6	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida	Trachelostylidae	Gonostomum	
1ea95e6b65ddebc1b4885a220c0d7a05	Fungi						
25091f5e846d0107ee42383e5267adb6							
27d4e9ecc1e137da0e50a77dc5005b18	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
2dfcfb743fb4586bd67cb8e722c6e16d	Fungi	Ascomycota	GS35				
32d67bba0fe0ec7ac52e42ea7e1c080f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
36647e72b7e8f73c8864e9fd3b722e2f							
392bbf7f9ef40b4f7834160d8ff205af	Metazoa	Nematoda					
39494ef115b8fe01cf88216e866aee12	Fungi	Basidiomycota					
3f9d7734ef935349955a04616f6af6f6	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	
40f4afa2a23ad17e723e943f50feba06							
4440374f29d3b7c875e0f34328442e20	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
44778a251966b6a0c4efb29efe82d004	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium leptobactrum
4520ea476468567cb34bdec983509974	Fungi	Ascomycota	Sordariomycetes				
47d67dc8d73ce51d2652f5583f807acd	Fungi	Ascomycota	Pezizomycotina cls Incertae sedis	Pezizomycotina ord Incertae sedis	Pezizomycotina fam Incertae sedis	Ciliophora	
480a8278f705a67347d0f77fee53b42b	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	
4dca363716aff12b476f3bffc6432cf4	Fungi	Ascomycota	Leotiomycetes	Helotiales			
4e45123343cf38ba0fc883fec08d2e85	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida	Trachelostylidae	Gonostomum	
4f01cf67844ec88c5c33efbcf87e5b32							
4f1bf36ae14fe26ced00cfafa69b24f5	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
508b4e8c56f8394837d119dc9c15ed8c	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	
5117c550b89b1f8d2083f17ff24fd9f4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
51602db3705acb33a09c7393c2308045	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leptodontidium	
5283c78731ece142308a1c0f3a7151c8	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
54b1ec9f63578be4bed938487ec2926d	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
572a7e9b7a3821eabf1eab164370f7fa	Fungi	Ascomycota	Orbiliomycetes	Orbiliales			
576a17c5a3f42399b0cab491ea92bef7							
5c8bbb46d49ef024cf0ff9b4a4aeed49							
5d525f8d3632e2d033dffcfb03d2cce0							
5e4738fd38284bf7b97e428f150d10ad	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	
5e95a946a8d6f02f88955f575bf17b5b							
5f086cbef0f46bc34c406b17ca62ae14	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
60217833c39b3812b1ba88923082a160	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
65773254b1afc7d546b6cdaf1d916ab9	Fungi						
68c1e46e92be42cafdf93e78b8d1025b							
7431379f9337a945a079d7b69ba1bacf	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Myxotrichum	Myxotrichum setosum
7490b7f992656111949d784ca2b2da10	Fungi	Rozellomycota					
78d2f70819b879f6fc240bcf318a57bc							
79e94d41c8654cc8fada086df3c9b35d	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
7b0cf7c8268f28cae9f1a1efcc09d68c							
7e0d6a2533b1a87b7a2b8d1f4bb426e4	Fungi	Ascomycota	Leotiomycetes				
828b81c83837629e7a39d6e2920a5beb	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	
85c44e6cd44ca29901280557486c6e72	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus placidus
85c9a6edfd915db4cbac2a1b44e42e17	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
869bac0e4ae306a0864686c01e691543							
88b1d711194020e331bf8911e53f2034							
893bc6881c25a9eb85089ef9576843c0	Fungi	Ascomycota	Eurotiomycetes				
8a4389fa978f73f719f2ecbfbe01726e	Alveolata	Ciliophora	Litostomatea				
8de4ba49fb6b703e751b7d2468050df1	Fungi	Ascomycota					
921a82fbaadefa05775b7ae0edd621c0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes ord Incertae sedis	Chrysozymaceae		
93bb445956a3a9d46fd9cf863b74b317							
97fddd82a534128b0fdbc9cc37e427ac	Fungi	Ascomycota	Leotiomycetes	Helotiales			
9d8c7be83081c8ba9d14ec86f409db05							
9faf91b93ddc01dc61b1c9ff959cc98f							
a0f427cf234610ae58c52697a8bdbd6b	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus involutus
a1a3ce608925977ab63d6c2298ab6ff1	Metazoa						
a23d38e95ab9566e38c13dfc91cd479f	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Rinodina	
a3b3cab14616c2d11cb14e8c0f3ffc9b	Fungi	Ascomycota	Sordariomycetes	Sordariales			
a65baa0d5a14be7c78353e189068851f	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
a6badf93d672d755e7112879782795e8	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Acrospermum	
a9bad386b2cd36c87fe2ffe2e6ffd50e	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
ac05c080e4ff0138da1dbf801c091553	Fungi	Basidiomycota	Microbotryomycetes				
