"","otu","Domain","Phylum","Class","Order","Family","Genus","Species","TaxClass","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reject","df","Sig"
"32","1d0d120881b771ed34379eb80a5622bd","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus","Paxillus involutus","Paxillus involutus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","d6f62f9a9f62ae49c42ac211013988a1","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA,"Tetracladium",6118.93342336726,2.6649675513484,0.217401620547711,12.2582690259365,1.80955151671635e-27,4.92198012546847e-26,TRUE,255.019985940691,"DNA Enriched"
"34","c9fd24fe37b02ea4dd5846d06c38ede5","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma inocybeoides","Tricholoma inocybeoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2c8ac2741b6bc54cf1783770c98ccb55","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycena","Mycena leptocephala","Mycena leptocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","0f5b21dca3856071227eb9c1fbc1cb26","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycena","Mycena citrinomarginata","Mycena citrinomarginata",277.96127189751,0.243389410944425,0.396781568938837,0.613409064325623,0.54015260218309,0.680667282705253,FALSE,255.021670191546,"Non Significant"
"37","d9f8acb7ea8f0dc26444d0b0fd2263ae","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha finlandica","Hyaloscypha finlandica",1001.62770964202,3.00152691447772,0.397589690840781,7.54930769993157,7.77350814462664e-13,5.28598553834612e-12,TRUE,255.024719965318,"DNA Enriched"
"38","a0fa7486b23e96ef3b282fcd7e9db2e6","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycena","Mycena clavata","Mycena clavata",2526.7629455682,-0.493899721211674,0.403639051887852,-1.22361728604224,0.222226027742224,0.343440224692528,FALSE,255.012515813953,"Non Significant"
"39","50e35ad0c0a1737eb62982c6b1deead1","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"Thelephoraceae",2616.44713640604,-0.236918452477848,0.388089124692481,-0.610474340566951,0.542091304702085,0.680667282705253,FALSE,255.012436408599,"Non Significant"
"40","d08f98f6c6dd1be55ea8e2b7f4d9f700","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus micaceus","Coprinellus micaceus",242.070760316428,0.103476576139981,0.276139452937019,0.374725795388539,0.708175853557162,0.809343832636757,FALSE,255.001112516096,"Non Significant"
"41","773b8c6e131cd7044d0db8bfc801defa","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,"Tomentella",351.139369436584,0.000492811746799132,0.325313848471378,0.00151488093456461,0.998792484452528,0.998792484452528,FALSE,255.068595303028,"Non Significant"
"42","5b431a1b465dd535f00cf5672a0d24c4","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Phialocephala",NA,"Phialocephala",5999.2898316476,0.643630540599618,0.347216908296433,1.85368432590882,0.0649391135206249,0.113713125821524,FALSE,255.01671100206,"Non Significant"
"43","1715a3324d3f0db608cb0466b816d98e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster","Hymenogaster parksii","Hymenogaster parksii",1614.13167546911,0.014675308162272,0.372139003676656,0.039435017607085,0.968574413834611,0.985482196619753,FALSE,255.034231054299,"Non Significant"
"44","e6eb53f0ea2d46c64bfcb646306f5019","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,"Tomentella",159.353731932241,-0.231949517715225,0.272329381736545,-0.851724173999029,0.395166360358318,0.546535169580318,FALSE,254.999882509272,"Non Significant"
"45","a9c12e886f895657d0f2c2ea6f11a40d","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Sebacina incrustans","Sebacina incrustans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","85c7acc96f122ebcdce2809112d7b297","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius biriensis","Cortinarius biriensis",1069.4867520598,-0.0910823736793486,0.351282208296125,-0.259285473412213,0.795624161176966,0.867953630374872,FALSE,255.025659022152,"Non Significant"
"47","46379dd0f58309ce54eec2f809b0d115","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycena","Mycena leptophylla","Mycena leptophylla",480.580773400415,0.322414726355523,0.414164613342406,0.778469999533664,0.437013706094182,0.586518395021139,FALSE,255.009944723908,"Non Significant"
"48","14b8c2c1e263a8f2f13294088fa39075","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Thelephora atra","Thelephora atra",1340.39701018721,-0.241739596526921,0.407082124083233,-0.593834959153094,0.553148801272896,0.690167311679944,FALSE,255.054519734247,"Non Significant"
"49","c32ff3237901a3beb1b1ccfae8049fdb","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium",NA,"Hysterangium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","f7eabd3d14f702375f408487955123d6","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina",NA,"Sebacina",730.851736982119,-0.217515181123163,0.327032777521536,-0.665117370716272,0.506576486159382,0.649947189789395,FALSE,255.015223195684,"Non Significant"
