"","otu","Domain","Phylum","Class","Order","Family","Genus","Species","TaxClass","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reject","df","Sig"
"792","ad765e6d39aa1c7a3811388dd6c850c6","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma terricola","Solicoccozyma terricola",141.58415896057,0.341378975193569,0.0983395665362667,3.47143054639835,0.000607842212070714,0.00147618822931459,TRUE,255.033123038583,"Non Significant"
"793","586d36faf12ca3022eba4ccd575ca2b9","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","e08922f4244b4d8d84bf39f3b5efe5ae","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe suecica","Inocybe suecica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","d456434254de30db4eed12773d6aac72","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza howsei","Peziza howsei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","cf5ce363280f14dd6051394adb02b511","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA,"Cantharellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","52f05adef18ee4815eb05e5e771fd7d6","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,"Tomentella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","87f29307088483342df1156844387481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","79bcfebf6374708879ceb5915c3489f4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","c2784ed13a59a2fbf2514000d9487e20","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","7cfd91af968384636397801cb8363b1a","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA,"Glomerales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","4def922486f4e16a93ac03d3cd63a167","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Helicodendron",NA,"Helicodendron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","303336fb5c68db235cd7bdd38911dc68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","50f8050807343bc75b14475f15c640aa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","677d08dee9303e5bb4fb9158ff2d1840","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"Capnodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","38d70f6af51373aecda4b87612634b3e","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia fusispora","Rhizoctonia fusispora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","cdab8bcef4da7df975772e924db00462","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA,"Tremellodendropsidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","0c987224ae4b01fa9aa92175531f5b97","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae",NA,NA,"Arachnomycetaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2cc570a95bee37c36c46bb9808dfd543","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium intermedium","Leucosporidium intermedium",142.792877940252,0.143629865376361,0.0960428622363241,1.49547672811899,0.13602657621504,0.223286226654305,FALSE,255.005092290849,"Non Significant"
"810","77195aae109abaedecb3f40084c666d3","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Chaetothyriales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","a35c3df35c19a0e93e11c096bc247fb8","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","2031ca37fa5a14f830d94615f3ceff20","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces",NA,"Archaeorhizomyces",NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","8c9bce17aaaaf0cbe9ecab5bb55f2437","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Heydenia",NA,"Heydenia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","d42917f2d548715ae5f16e7bb305e1da","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hydropus","Hydropus trichoderma","Hydropus trichoderma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","81d3dcfc54248f44259ac5cbfe83a00a","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma podzolica","Saitozyma podzolica",159.799311542337,0.44953486188598,0.100317364352686,4.48112711878624,1.12200551129901e-05,3.41625558664176e-05,TRUE,255.045655229611,"Non Significant"
"816","f14714a0a45cea17e8e55f50066db328","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"Sebacinales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","66d12cf05485cd9abb9e91f4b779940e","Fungi","Ascomycota","Sordariomycetes","Boliniales",NA,NA,NA,"Boliniales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","f10399c993caaa628d0d39afd5fc1768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","32870f7e7ea8a7c096db782b08b00666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","35d58acb94bdc0edc08d9251efc19361","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae",NA,NA,"Hyaloscyphaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","851271a05a51cced3101015b3f2d67a1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","d69576823ad89cc70dce63020c2c8299","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Laburnicola",NA,"Laburnicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","fd2fe4f17bbcb5474e4e81aeb9a52785","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hemimycena",NA,"Hemimycena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","72c568e5a5b98f80b3d0126e4e34f7bc","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","824d18032fd0b418223588077b78a0fb","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"Cortinarius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","9ca4e371c1dc2172d03870f4e13b7bd2","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"Tremellales",115.367718699499,0.566314486694721,0.108907166185928,5.19997449688387,4.09243860061264e-07,1.43940943883617e-06,TRUE,255.026694147728,"Non Significant"
"827","17971e688d18832e47f4d20e9466eac4","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","f4233b39f0b84a66aa9b2f5160833afb","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Dothideomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","74382be8b9b107b68a85ab49e988af08","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe armeniaca","Inocybe armeniaca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","0acdf74bc5ef282d29e05207f0537b9d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia minipascua","Preussia minipascua",159.115557928305,0.284339388723297,0.0788066010133814,3.60806563240833,0.000371159462965885,0.000912247354759525,TRUE,255.075515075738,"Non Significant"
"831","782302764af5f80c5dff04c7c9ff9cfd","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA,"Herpotrichiellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","29caf526b1610af02d363a5ff3e62d14","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","33206ec300585e7c138c146a086fc4e4","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Verpa","Verpa conica","Verpa conica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","4c8b4e24c8b0cec7b4f9a16562327517","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium circinatum","Scytalidium circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","214ff131589fa410afa7cb9ece75edd1","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius vernus","Cortinarius vernus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","6c6f196129099f4a0d67e0c6107fdf08","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Phialocephala",NA,"Phialocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","00b5a7d3b0a8131fceaad68ad6e6cd9d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae",NA,NA,"Melanommataceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","3a973e3cd380efacba76f80956ce5620","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"Sebacinales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","e2442a9cdbaeec698310e41e218381dc","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Lentinellus",NA,"Lentinellus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","fe27280ebbc59822205143e404d52112","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Lindtneria",NA,"Lindtneria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","beb0862660dde7ca24b0f531aac4be03","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","Geoglossum cookeanum","Geoglossum cookeanum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","b04be24306ce9af996bab4af9d64df04","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia",NA,"Dominikia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","5142ce897361a05feb5bae212ce86749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","841bdd9db49eb5c3c7ea1c807139f95c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"Preussia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","fe0bf0b2387dbe15492e41db75118ad4","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","989ceea026548d4b23936a0dd37a5731","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Pochonia",NA,"Pochonia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","3f370377463ea0173f42e8bef8b92933","Fungi","Ascomycota","Sordariomycetes","Microascales",NA,NA,NA,"Microascales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","82468a2a2f768b9b9cb77cb5776a217a","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe ionocephala","Inocybe ionocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","b47d71c21f312a89b6f3d88d94603a55","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales fam Incertae sedis","Leohumicola",NA,"Leohumicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","379d6f9e1f6971b16b4d895b785aca1e","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Extremaceae","Extremus",NA,"Extremus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","32698db188728e9ad6d5a4d201a8f80b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","92bc29e95a51e95474a21356e01bde9e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","41a3f3f2baa561da5659437b9d679c61","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","487dc241afa1347dc080cbb3d1f9329e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","b24bc5344f3e086663c5be48a8d57118","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA,"Podospora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","96c80232b0b132eed72ac00df7d11d6e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"Cortinarius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","e3a22fbac0fee7b30808230e0fb748b9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","d293ee1e830199030a520d04c04c22d6",NA,NA,NA,NA,NA,NA,NA,NA,293.039971463969,-0.94179214670825,0.126755343229168,-7.42999957804961,1.63700041812553e-12,1.02753257014649e-11,TRUE,255.053324903392,"Non Significant"
"859","b0fbc9d08a6894e1f124a604afebe1d0","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum stemonitis","Cephalotrichum stemonitis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","35dd09141714c373196e17c3a64e6134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","7df5b84221092b81714cc4f9446a8dc0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","ff7d61946f7dc259b8c10c501b5e829c","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita chiui","Amanita chiui",NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","9dc853720607bf8e7348161d1404a8f4","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe pruinosa","Inocybe pruinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","c42368c8c0a9667afc519479ba7f45ec","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","d63283a381f1e17e04a849779bf343c1","Fungi",NA,NA,NA,NA,NA,NA,"Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","f1190cf7f5f6c61790d201740dcc123a","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","b48d8e8c37093bdf4cea4bf1f6b86de1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","0ac2df325632d4898d75c299424377fe","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Nectriopsis","Nectriopsis exigua","Nectriopsis exigua",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","bf1f537d373b511276f675a4dea0e0bc","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma",NA,"Hebeloma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","396b5f6102ee91d0d744824b2437dc61","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae",NA,NA,"Clavariaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","52580f6309ed71a7883982db68d95053","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia",NA,"Cheilymenia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","6a85e8198690bc5ce3c8a80b1a503676","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"Thelephoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","738d612a14f0dea34aa028632eb1677b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","a074ddcb927d48fad777dc2d26e630bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","2dbd8b5516fea963dcdb58cdae538523","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae",NA,NA,"Clavariaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","215c36cc4b0551a3bd55f28443b3551a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae",NA,NA,"Sporormiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","31f60b1a3bd0a8f1635b2d68a1e79f3c","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",228.144733145441,0.425914349923215,0.0863823064343837,4.93057395089052,1.47877858856396e-06,4.90521678157801e-06,TRUE,255.009877658411,"Non Significant"
"878","55877043ec0f9476bf0da9f4b9311276","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"Helotiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","3438a127569365529fb435e322693d87","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella","Morchella elata","Morchella elata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","7d12e61a6bb0dfb5dfd2dac1c02a5dbb","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Crocicreas",NA,"Crocicreas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","82b216d86d38cec346f700ac68e43d52","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"Sordariales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","187f390015aca865f2abb9f800c77837","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","Clitocybe diatreta","Clitocybe diatreta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","8ab1de121e7e44a1a0c9fe4b0d306051","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Mallocybe",NA,"Mallocybe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","f802f2a022c2f6497e07c087d4dbddb5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","ee7d5c3263eca231d9b04b5f05ea02a8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","25a25e719c921e540627a4dfc0024f94","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"Thelephoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","b49968365a3e485d6ee50b6a0bf2d4df","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA,"Rhizophagus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","2f83076fa52047ecb3ae6401fdc66e1e","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","568184ad8dbeee8cbcfb1caf4e73c458","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum",NA,"Gonostomum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","070795d9e1506329209dd8ac4877806f","Metazoa","Arthropoda","Collembola","Collembola ord Incertae sedis","Tullbergiidae",NA,NA,"Tullbergiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","6a3d690a1b6ac7ca8041d4a2baed5f02","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales fam Incertae sedis","Leohumicola",NA,"Leohumicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","cf07d827383a1f6caa61ddc0e6d9815d","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales fam Incertae sedis",NA,NA,"Hypocreales fam Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","c21e726a21f40012f879820c96d6a7a1","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales fam Incertae sedis",NA,NA,"Helotiales fam Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","1610a851cbddc41fe3f1b87d4349a372","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Truncatella","Truncatella angustata","Truncatella angustata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","6a4e6d6eb1c65c3256e27df6abfe1410","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA,"Herpotrichiellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","91a4af650c0ce43f8ba838191fe343ee","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella lilacinogrisea","Tomentella lilacinogrisea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","a33f7b735ecd4f42ba94763794c17b87",NA,NA,NA,NA,NA,NA,NA,NA,237.139660663805,-0.895518812772133,0.118581288776521,-7.55194029354695,7.21612533263291e-13,4.9901341283292e-12,TRUE,260.999999997117,"Non Significant"
"898","d3570524d5b6018db3ccac01424db38c","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,"Tomentella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","886cdd28f2986634a7374e47a3355974","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","ea6ae247b059ba0414501be00b7f661e","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,"Orbiliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","1c2e5bd962941600aa8d74729d2acc22","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","d1eaf0385f3584b7f91721f80f91951a","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora decidua","Podospora decidua",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","5897276b80291a4d3bef774502713029","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Microscypha",NA,"Microscypha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","419d6aa0ac748dc3c19c6a37cc98bb1c","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces",NA,"Archaeorhizomyces",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","4839f69d51ad5588ed005ed8b95fb1e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","6f4e27ca933719a014eeea582d3d7132","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina",NA,"Sebacina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","6fcc3f41f796d76e8e237913cdad7446","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta discospora","Coniochaeta discospora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","9297294c994c5f3a0f3be1c35fac1161","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta",NA,"Pyrenochaeta",164.584760741144,-0.0571471662173283,0.0935608518766499,-0.61080211510548,0.541874539138112,0.680667282705253,FALSE,255.042537387611,"Non Significant"
"909","fd0ad205c6df56c8b996903411be48f6","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",NA,"Serendipita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","1b66579173f398136128eb9a7adfee75","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",NA,"Serendipita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","2c628ff8f2f8096a1993733120b40a5b","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Dothideomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","ee3513d537e62664e5a3817b7b5e8bdc","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA,"Rhizophagus",274.180062881407,-0.947888871426841,0.126810771840347,-7.47482928832121,1.23859295690076e-12,8.02136391135729e-12,TRUE,255.032233596645,"Non Significant"
"913","2694c0bb83c12d557c5d4f820fd7adbe","Alveolata","Ciliophora","Litostomatea",NA,NA,NA,NA,"Litostomatea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","7d803523dbce6f92621675ed36e9edbc","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,"Ceratobasidiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","e6212031b83525184cea85b00d95a863","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","257dc6f0491963e2a58e78763b6f685a","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina",NA,"Sebacina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","5076cbb5f912f3371b94186314443695","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria",NA,"Leptosphaeria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","d06b4a9f5c6af082421d1b3fee42ff3f","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora",NA,"Thelephora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","20346c93e50d9ea64e69a8c975c09653","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella similis","Sporormiella similis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","ada49e310bf5f6cfd6475d89c6fb0162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","48d5b0eb49914aef94a3a86fa717cb8c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","111344b0da7fe44584319fd414ade559","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","f1e71add7372b224a93ca601f60da45e","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","c9b7095c64de1315294763463fd08f0d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",NA,"Paraphoma",NA,NA,NA,NA,NA,NA,NA,NA,NA
